155.201.34.ahg,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
162.27.66.bbb,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
18.85.22.afh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.caa,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.eff,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.fhc,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
69.191.249.ijh,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
71.204.145.cih,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
73.255.119.eca,2017-06-30 00:00:00,2017-06-30 00:00:00,1,1
50.87.249.ede,2017-06-30 00:00:00,2017-06-30 00:00:01,2,2
54.173.181.ghf,2017-06-30 00:00:00,2017-06-30 00:00:01,2,6
106.38.241.eef,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
12.249.145.dad,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
121.40.94.bcj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,2
167.181.12.cca,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
209.170.214.gai,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
209.237.237.hjf,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
64.209.89.cej,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
73.137.105.cjj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
84.201.133.ced,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
99.129.194.jbj,2017-06-30 00:00:01,2017-06-30 00:00:01,1,1
146.88.97.jag,2017-06-30 00:00:00,2017-06-30 00:00:02,3,8
54.175.208.fdh,2017-06-30 00:00:00,2017-06-30 00:00:02,3,12
106.120.173.jie,2017-06-30 00:00:02,2017-06-30 00:00:02,1,1
107.178.195.eff,2017-06-30 00:00:02,2017-06-30 00:00:02,1,2
107.178.195.gge,2017-06-30 00:00:02,2017-06-30 00:00:02,1,1
121.40.63.gig,2017-06-30 00:00:02,2017-06-30 00:00:02,1,2
137.116.199.fjb,2017-06-30 00:00:02,2017-06-30 00:00:02,1,24
162.138.210.ggf,2017-06-30 00:00:02,2017-06-30 00:00:02,1,2
31.221.13.jad,2017-06-30 00:00:02,2017-06-30 00:00:02,1,1
65.92.86.ccg,2017-06-30 00:00:02,2017-06-30 00:00:02,1,3
157.55.39.eih,2017-06-30 00:00:00,2017-06-30 00:00:03,4,9
198.199.84.bfb,2017-06-30 00:00:00,2017-06-30 00:00:03,4,10
54.197.165.chj,2017-06-30 00:00:02,2017-06-30 00:00:03,2,2
65.52.133.bij,2017-06-30 00:00:02,2017-06-30 00:00:03,2,51
100.43.85.jbj,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
107.21.18.jad,2017-06-30 00:00:03,2017-06-30 00:00:03,1,2
109.68.190.dff,2017-06-30 00:00:03,2017-06-30 00:00:03,1,2
180.76.15.bgd,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
180.76.15.haa,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
180.76.15.igj,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
218.30.103.ech,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
34.209.20.agj,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
46.229.168.bhj,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
63.175.79.eja,2017-06-30 00:00:03,2017-06-30 00:00:03,1,1
5.9.94.eaj,2017-06-30 00:00:00,2017-06-30 00:00:04,5,2
66.249.66.aag,2017-06-30 00:00:00,2017-06-30 00:00:04,5,5
107.178.195.aag,2017-06-30 00:00:02,2017-06-30 00:00:04,3,4
107.178.195.bjg,2017-06-30 00:00:02,2017-06-30 00:00:04,3,6
107.178.195.chj,2017-06-30 00:00:02,2017-06-30 00:00:04,3,4
107.178.195.djc,2017-06-30 00:00:02,2017-06-30 00:00:04,3,3
108.51.115.hji,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
121.40.66.gjj,2017-06-30 00:00:04,2017-06-30 00:00:04,1,2
165.117.232.ecb,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
173.226.98.ccg,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
180.76.15.bgj,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
180.76.15.fcg,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
180.76.15.fib,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
180.76.15.hec,2017-06-30 00:00:04,2017-06-30 00:00:04,1,1
